time_sec,pwm,rpm
0.5211,40.0,729.0
1.0276,40.0,729.0
1.5347,40.0,730.0
2.0408,40.0,730.0
2.5499,40.0,729.0
3.0584,40.0,729.0
3.5824,40.0,729.0
4.1061,40.0,746.0
4.6140,40.0,746.0
5.1226,40.0,745.0
5.6464,40.0,745.0
6.1689,40.0,729.0
6.6766,40.0,730.0
7.1869,40.0,730.0
7.6959,40.0,746.0
8.2032,40.0,746.0
8.7271,40.0,745.0
9.2497,40.0,745.0
9.7732,40.0,732.0
10.2970,40.0,732.0
10.8037,40.0,746.0
11.3110,40.0,746.0
11.8185,40.0,746.0
12.3257,40.0,748.0
12.8325,40.0,748.0
13.3557,40.0,748.0
13.8649,40.0,748.0
14.3728,40.0,733.0
14.8965,40.0,748.0
15.4035,40.0,748.0
15.9134,40.0,733.0
16.4381,40.0,733.0
16.9627,40.0,749.0
17.4709,40.0,749.0
17.9952,40.0,734.0
18.5034,40.0,734.0
19.0276,40.0,733.0
19.5521,40.0,733.0
20.0757,60.0,748.0
20.5831,60.0,759.0
21.0910,60.0,759.0
21.5984,60.0,904.0
22.1070,60.0,904.0
22.6310,60.0,955.0
23.1543,60.0,955.0
23.6626,60.0,1022.0
24.1703,60.0,1022.0
24.6793,60.0,1049.0
25.2034,60.0,1043.0
25.7107,60.0,1043.0
26.2188,60.0,1075.0
26.7440,60.0,1075.0
27.2684,60.0,1080.0
27.7748,60.0,1080.0
28.2982,60.0,1061.0
28.8062,60.0,1061.0
29.3293,60.0,1064.0
29.8528,60.0,1088.0
30.3603,60.0,1088.0
30.8850,60.0,1088.0
31.3942,60.0,1088.0
31.9027,60.0,1090.0
32.4120,60.0,1090.0
32.9356,60.0,1092.0
33.4593,60.0,1092.0
33.9848,60.0,1070.0
34.5092,60.0,1072.0
35.0186,60.0,1072.0
35.5421,60.0,1072.0
36.0647,60.0,1072.0
36.5722,60.0,1074.0
37.0799,60.0,1074.0
37.6039,60.0,1072.0
38.1125,60.0,1072.0
38.6219,60.0,1096.0
39.1460,60.0,1075.0
39.6542,60.0,1075.0
40.1781,40.0,1097.0
40.6862,40.0,1097.0
41.2107,40.0,997.0
41.7333,40.0,997.0
42.2412,40.0,898.0
42.7650,40.0,898.0
43.2868,40.0,837.0
43.7934,40.0,837.0
44.3174,40.0,800.0
44.8251,40.0,792.0
45.3487,40.0,792.0
45.8564,40.0,779.0
46.3638,40.0,779.0
46.8718,40.0,770.0
47.3789,40.0,770.0
47.9027,40.0,765.0
48.4106,40.0,765.0
48.9194,40.0,760.0
49.4436,40.0,760.0
49.9506,40.0,759.0
50.4733,40.0,741.0
50.9812,40.0,741.0
51.5042,40.0,740.0
52.0125,40.0,740.0
52.5368,40.0,739.0
53.0451,40.0,739.0
53.5684,40.0,754.0
54.0763,40.0,754.0
54.5849,40.0,754.0
55.1072,40.0,754.0
55.6320,40.0,739.0
56.1397,40.0,739.0
56.6636,40.0,739.0
57.1857,40.0,754.0
57.6932,40.0,754.0
58.2160,40.0,754.0
58.7233,40.0,754.0
59.2298,40.0,738.0
59.7516,40.0,738.0
60.2740,30.0,738.0
60.7816,30.0,738.0
61.2884,30.0,722.0
61.7965,30.0,722.0
62.3035,30.0,661.0
62.8115,30.0,661.0
63.3358,30.0,609.0
63.8442,30.0,599.0
64.3680,30.0,599.0
64.8924,30.0,573.0
65.4151,30.0,573.0
65.9379,30.0,575.0
66.4445,30.0,575.0
66.9700,30.0,570.0
67.4926,30.0,570.0
68.0169,30.0,566.0
68.5409,30.0,566.0
69.0488,30.0,552.0
69.5720,30.0,552.0
70.0803,30.0,551.0
70.6047,30.0,563.0
71.1295,30.0,563.0
71.6368,30.0,562.0
72.1456,30.0,562.0
72.6528,30.0,549.0
73.1617,30.0,549.0
73.6865,30.0,549.0
74.1954,30.0,549.0
74.7020,30.0,561.0
75.2091,30.0,561.0
75.7307,30.0,561.0
76.2377,30.0,549.0
76.7454,30.0,549.0
77.2697,30.0,549.0
77.7780,30.0,549.0
78.2852,30.0,549.0
78.7938,30.0,549.0
79.3195,30.0,549.0
79.8274,30.0,549.0
80.3342,80.0,549.0
80.8578,80.0,549.0
81.3642,80.0,680.0
81.8869,80.0,680.0
82.3953,80.0,950.0
82.9029,80.0,950.0
83.4275,80.0,1152.0
83.9511,80.0,1229.0
84.4584,80.0,1229.0
84.9658,80.0,1294.0
85.4884,80.0,1294.0
85.9963,80.0,1357.0
86.5055,80.0,1357.0
87.0141,80.0,1379.0
87.5226,80.0,1379.0
88.0466,80.0,1362.0
88.5710,80.0,1398.0
89.0957,80.0,1398.0
89.6044,80.0,1406.0
90.1291,80.0,1406.0
90.6531,80.0,1406.0
91.1609,80.0,1406.0
91.6840,80.0,1410.0
92.1902,80.0,1410.0
92.6988,80.0,1410.0
93.2232,80.0,1410.0
93.7314,80.0,1413.0
94.2552,80.0,1382.0
94.7791,80.0,1382.0
95.3008,80.0,1410.0
95.8242,80.0,1410.0
96.3326,80.0,1413.0
96.8403,80.0,1413.0
97.3490,80.0,1413.0
97.8572,80.0,1413.0
98.3816,80.0,1411.0
98.8894,80.0,1410.0
99.4125,80.0,1410.0
99.9204,80.0,1384.0
100.4291,70.0,1384.0
100.9367,70.0,1382.0
101.4600,70.0,1327.0
101.9678,70.0,1327.0
102.4924,70.0,1287.0
103.0163,70.0,1287.0
103.5405,70.0,1263.0
104.0492,70.0,1263.0
104.5732,70.0,1277.0
105.0975,70.0,1277.0
105.6210,70.0,1267.0
106.1278,70.0,1233.0
106.6358,70.0,1233.0
107.1420,70.0,1256.0
107.6656,70.0,1256.0
108.1750,70.0,1229.0
108.6985,70.0,1229.0
109.2225,70.0,1229.0
109.7468,70.0,1229.0
110.2709,70.0,1229.0
110.7960,70.0,1253.0
111.3045,70.0,1253.0
111.8120,70.0,1228.0
112.3192,70.0,1228.0
112.8260,70.0,1255.0
113.3333,70.0,1255.0
113.8412,70.0,1228.0
114.3653,70.0,1228.0
114.8745,70.0,1226.0
115.3828,70.0,1226.0
115.8898,70.0,1252.0
116.4135,70.0,1228.0
116.9215,70.0,1228.0
117.4294,70.0,1229.0
117.9366,70.0,1229.0
118.4597,70.0,1251.0
118.9671,70.0,1251.0
119.4755,70.0,1255.0
119.9841,70.0,1255.0
120.4916,30.0,1226.0
121.0152,30.0,1217.0
121.5231,30.0,1217.0
122.0306,30.0,971.0
122.5541,30.0,971.0
123.0760,30.0,815.0
123.5985,30.0,815.0
124.1215,30.0,722.0
124.6291,30.0,722.0
125.1530,30.0,661.0
125.6782,30.0,661.0
126.1851,30.0,612.0
126.6932,30.0,612.0
127.2015,30.0,601.0
127.7271,30.0,601.0
128.2523,30.0,573.0
128.7603,30.0,577.0
129.2837,30.0,577.0
129.7925,30.0,570.0
130.3020,30.0,570.0
130.8100,30.0,555.0
131.3343,30.0,555.0
131.8570,30.0,552.0
132.3648,30.0,552.0
132.8723,30.0,563.0
133.3976,30.0,563.0
133.9204,30.0,550.0
134.4443,30.0,550.0
134.9689,30.0,561.0
135.4921,30.0,561.0
136.0166,30.0,561.0
136.5400,30.0,561.0
137.0645,30.0,561.0
137.5725,30.0,561.0
138.0797,30.0,561.0
138.6033,30.0,549.0
139.1272,30.0,549.0
139.6348,30.0,550.0
